id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5277117,ComfortableCrownHeightsRoom,6023360,Ali,Brooklyn,Crown Heights,40.67221,-73.95584,Private room,50,30,1,5/16/15,0.01,1,0,0,
5085803,UpperEastBeautifulStudionearNYCHospitals,23772724,The Local Stay,Manhattan,Upper East Side,40.78248,-73.94643,Entire home/apt,99,30,20,5/28/22,0.26,52,288,4,
5401148,ArtfulChelseaBRAptBRFacesGarden,27998261,Adrienne,Manhattan,Chelsea,40.74565,-73.99822,Entire home/apt,195,30,14,9/24/18,0.17,1,0,0,
5093352,Roomwartworkhugewindowonhistoricblock,19850240,Neal,Manhattan,Harlem,40.80945,-73.94095,Private room,50,4,21,3/2/20,0.34,1,0,0,
5402672,LuxuriousBRBathParkAveApt,28005408,Srini,Manhattan,Murray Hill,40.74703,-73.98043,Entire home/apt,469,30,6,12/14/21,0.07,1,103,2,
5404201,SunfilledBrownstoneinBrooklyn,28013319,Gagandeep,Brooklyn,Park Slope,40.67605,-73.97167,Entire home/apt,180,2,209,5/22/22,2.4,1,72,35,
5406041,ModBRduplexEastVillage,27974744,Cara,Manhattan,East Village,40.72655,-73.97775,Private room,100,2,238,5/20/22,3.16,1,175,37,
5277242,SleekBushwickLoft,8627814,Alex,Brooklyn,Bushwick,40.70474,-73.9272,Entire home/apt,100,30,3,4/13/16,0.04,1,0,0,
5278927,StudioLoftCleaningCDCguidelinesimplemented,7503643,Vida,Brooklyn,Greenpoint,40.72558,-73.94208,Entire home/apt,139,30,9,5/14/21,0.11,29,279,0,
5279902,ModApartmentNYCwOutdoorSpace,7181834,Juan,Manhattan,Chelsea,40.73861,-73.99482,Entire home/apt,400,30,0,,,1,0,0,
5094593,CozyroomInternetuptoMbps,7801481,Inez,Queens,Bay Terrace,40.78797,-73.7804,Private room,99,3,5,5/25/21,0.06,2,0,0,
5285553,BeautifulViewsfromaWarmHome,2423067,Clara,Manhattan,East Harlem,40.79307,-73.93384,Entire home/apt,110,30,24,3/11/19,0.31,1,0,0,
5286096,AmazingStudioEmpireStateBuilding,3866196,Guillaume,Manhattan,Midtown,40.74796,-73.98546,Entire home/apt,268,30,3,4/22/16,0.04,1,0,0,
5287414,ABETTAshareLowmaintanenceguestsesNYC,27376622,Eja,Manhattan,Gramercy,40.73765,-73.98275,Shared room,68,1,71,5/18/22,0.81,1,264,17,
5287733,CozyRoom,27379417,Dr.Sally,Queens,South Ozone Park,40.66843,-73.82541,Private room,85,1,243,4/30/18,2.73,1,338,0,
5406167,Spaciousandsunnyprivateroom,22189723,Diego,Queens,Ridgewood,40.70835,-73.91158,Private room,49,30,56,10/31/20,0.65,3,238,0,
5409372,ArtsyEnglishBasementApartment,7016520,Patricia,Brooklyn,Windsor Terrace,40.65406,-73.97536,Entire home/apt,80,30,17,6/24/19,0.19,1,0,0,
5412567,BrightColorfulStudioinBK,19655924,Dominique,Brooklyn,Bedford-Stuyvesant,40.6893,-73.95105,Entire home/apt,110,30,3,11/16/15,0.03,1,0,0,
5413565,ArtistMusicianLoftHUGEspace,11968309,Raviv,Brooklyn,Williamsburg,40.70794,-73.93486,Entire home/apt,239,2,56,5/31/22,0.65,1,268,23,
5100436,MagnoliaRoom,26354652,A & Faye Bed Anfd Breakfast Inc,Brooklyn,Flatbush,40.65075,-73.96484,Private room,136,2,3,3/9/20,0.08,4,0,0,
5414178,MasterbedroominprimeBrooklyn,28065838,Dana,Brooklyn,Prospect Heights,40.6769,-73.96485,Private room,150,30,2,4/24/15,0.02,1,0,0,
5414471,StudioLoftCleaningCDCguidelinesimplemented,7503643,Vida,Brooklyn,Greenpoint,40.72547,-73.94073,Entire home/apt,139,30,4,10/24/21,0.08,29,308,1,
5414911,PrivateBathroom,27673980,Amy,Queens,Flushing,40.74537,-73.83252,Private room,65,1,96,5/18/22,1.1,8,70,15,
5288228,SunnyRoomacrossCrotonaParkforWomenOnlySpace,860636,Shawn(Ta),Bronx,East Morrisania,40.83928,-73.88631,Private room,39,30,15,10/1/18,0.17,3,0,0,
5291956,BrightStudiowithPeacefulPrivateTerrace,240048,Katherine,Brooklyn,Sunset Park,40.66246,-73.9933,Entire home/apt,100,15,14,5/30/22,1.05,3,60,13,
5293662,FtGreeneClintonHillJrBedroom,6177121,Casey,Brooklyn,Fort Greene,40.69189,-73.97048,Entire home/apt,70,30,1,1/3/16,0.01,1,0,0,
5102132,HugeSunnyPrivateRoominBushwick,26260328,Alec,Brooklyn,Bushwick,40.70228,-73.9129,Private room,45,7,1,2/16/16,0.01,1,0,0,
5297292,CharmingBRBrownstonenearsubway,26134830,Isabel,Brooklyn,Bedford-Stuyvesant,40.68285,-73.92195,Entire home/apt,300,3,119,12/29/19,1.36,1,138,0,
5298299,SunnyPrivateBedroominChelsea,11462251,Danielle,Manhattan,Chelsea,40.74009,-73.99719,Private room,109,30,2,9/21/15,0.02,1,0,0,
5298458,UpperWestSIDEWashingtonbridgeTimeSquare,2730883,Seb,Manhattan,Washington Heights,40.85521,-73.93168,Entire home/apt,77,30,5,2/26/22,0.06,2,148,1,
5424042,BedroomAptOnKissenaParkinNYC,23234988,Ann,Queens,Flushing,40.75024,-73.80607,Entire home/apt,285,3,74,6/13/21,0.84,6,0,1,
5424994,IdealSoHoBR,9488731,Steven,Manhattan,SoHo,40.72658,-74.00328,Entire home/apt,150,30,5,6/8/18,0.06,1,0,0,
5430560,ColumbusCircleStudioApt,15402737,Gabriella,Manhattan,Upper West Side,40.7717,-73.98759,Private room,140,30,2,10/21/16,0.02,1,0,0,
5105514,ModernStudioAptinWilliamsburg,26380626,Shamim,Brooklyn,Williamsburg,40.71792,-73.95211,Entire home/apt,120,30,1,4/29/18,0.02,1,0,0,
5431845,BeautifulFullyFurnishedbedbth,3680008,Aliya,Queens,Long Island City,40.75279,-73.94089,Entire home/apt,134,500,30,6/24/18,0.34,1,90,0,
5298896,UniqueNYCLoftGuestRoom,3868692,Lucas,Manhattan,Financial District,40.70419,-74.01127,Private room,145,5,189,5/29/22,2.75,2,56,44,
5105632,LovelyroominProspectHeights,15321576,Daniel,Brooklyn,Prospect Heights,40.67467,-73.96557,Private room,60,30,0,,,1,0,0,
5301003,NewlyrenovatedBRinParkSlope,1763862,Jing,Brooklyn,South Slope,40.6658,-73.98555,Entire home/apt,162,2,217,5/22/22,2.55,1,103,57,
5303100,CuteCozyRoominGreenpointBK,25854571,Bryn,Brooklyn,Greenpoint,40.72739,-73.94121,Private room,49,30,2,6/8/16,0.03,1,0,0,
5432743,QuietRoomwithaView,23163374,Kyle,Brooklyn,Bushwick,40.6985,-73.93186,Private room,60,30,0,,,1,0,0,
5106041,IloveBrooklynprivatebrapartment,4265630,Nowme And Ra,Brooklyn,Flatbush,40.64802,-73.95608,Entire home/apt,45,30,66,6/24/20,0.75,2,27,0,
5433746,EuropeanecochicintrendyBklyn,28187447,Francis,Brooklyn,Bedford-Stuyvesant,40.68263,-73.91575,Entire home/apt,105,30,126,3/16/20,1.45,2,0,0,
5434150,CharmingNYCStudioLoftnearSohoNYU,27813383,O,Manhattan,Greenwich Village,40.72876,-74.00075,Entire home/apt,150,30,52,11/15/21,0.6,1,204,4,
5304431,BRFlexwCVCleaningCDCguidelinesimplemented,7503643,Vida,Brooklyn,Greenpoint,40.72756,-73.9407,Entire home/apt,179,30,17,3/7/22,0.22,29,55,4,
5309343,SereneWestVillageSunfloodedapt,27502743,John,Manhattan,West Village,40.73183,-74.00649,Entire home/apt,175,90,0,,,1,0,0,
5309448,NewBDinheartofWilliamsburg,27503203,Caroline,Brooklyn,Williamsburg,40.71372,-73.94434,Private room,102,14,1,12/27/21,0.19,1,0,1,
5106749,CozyBDnearmidtownManhattan,26388856,Kat,Queens,Long Island City,40.76024,-73.92986,Entire home/apt,110,30,48,2/21/22,0.56,1,171,3,
5110541,UpperEastSideBeautifulStudio,1965783,Cranford,Manhattan,Upper East Side,40.76918,-73.95738,Entire home/apt,245,30,3,5/24/15,0.03,1,0,0,
5309959,Aroominprivatehouse,22420999,Herman,Queens,Richmond Hill,40.69579,-73.83174,Private room,46,2,27,4/23/22,0.35,5,310,4,
5434654,ThreebedroomAptNearAirport,28193427,Marvin,Brooklyn,Cypress Hills,40.67863,-73.88347,Entire home/apt,214,3,102,6/29/20,1.19,1,0,0,
5115534,LargewilliamsburgaptSleeps,26433326,Martha,Brooklyn,Williamsburg,40.70767,-73.94818,Entire home/apt,195,30,3,12/30/15,0.04,1,0,0,
5439372,AHistoricHarlemAbode,19066350,Eric,Manhattan,East Harlem,40.801,-73.94598,Entire home/apt,60,30,124,5/6/22,1.44,1,80,3,
5116727,Amazinglybrightandcozyapartment,2897021,Julia,Manhattan,East Village,40.72849,-73.98835,Entire home/apt,137,30,7,1/4/17,0.08,1,0,0,
5313584,LargeSunnyRoomCrownHeightsBK,1747467,Kristina,Brooklyn,Crown Heights,40.67464,-73.95735,Private room,52,30,0,,,1,0,0,
5117177,WilliamsburgGreenpointSuite,7243674,Eric,Brooklyn,Greenpoint,40.72376,-73.94957,Entire home/apt,185,7,45,9/30/20,0.52,1,90,0,
5315798,WilliamsburgAptSndBedford,22761603,Dan,Brooklyn,Williamsburg,40.71425,-73.96054,Private room,90,30,1,3/17/15,0.01,1,0,0,
5316158,SunnybedroominClintonHill,936258,Kelsey,Brooklyn,Clinton Hill,40.68596,-73.96443,Entire home/apt,175,2,8,8/22/16,0.09,1,0,0,
5442054,ChefsKitchenandprivategarden,16437254,Benjamin,Brooklyn,Fort Greene,40.68827,-73.97701,Entire home/apt,324,30,3,2/20/22,0.07,17,269,2,
5121827,Cozybedroombasementapartment,26435150,Jonathan,Queens,Forest Hills,40.71268697,-73.85364642,Entire home/apt,125,3,2,5/30/22,2,1,243,2,
5123033,BEAUTIFULBEDBRICKWALLSST,1475015,Mike,Manhattan,Midtown,40.75647,-73.96901,Entire home/apt,180,30,1,5/31/22,1,4,277,1,
5442584,CentrallylocatedbeautifulonebedroombyTimesSq,27204642,Anna,Manhattan,Theater District,40.76261,-73.98287,Entire home/apt,190,30,19,5/1/22,0.23,1,227,4,
5319150,ModernWilliamsburgAptComfortstyleease,3865502,Roy,Brooklyn,Williamsburg,40.71268,-73.95693,Entire home/apt,120,30,21,7/31/19,0.24,1,0,0,
5125051,ArtistBdrmbathwShrineRoom,1434120,Kimyon,Brooklyn,Bedford-Stuyvesant,40.69674,-73.93703,Entire home/apt,70,30,120,10/18/20,1.38,1,277,0,
5319431,BeautifulDesignstudionexttoCentralPark,27315132,Stratos,Manhattan,Upper East Side,40.78673,-73.95512,Entire home/apt,120,30,26,9/8/19,0.3,1,314,0,
5319785,CharmingBRinGramercy,5734689,,Manhattan,Gramercy,40.73722,-73.98039,Entire home/apt,159,30,26,6/1/22,0.29,1,0,2,
5443318,PrimeColumbusCNewBLDGBRWD,2119276,Eran,Manhattan,Hell's Kitchen,40.76667,-73.98805,Entire home/apt,170,30,14,4/1/22,0.17,35,311,2,
5445314,BeautifulArtistloft,21838149,Marcia,Brooklyn,DUMBO,40.70408,-73.98645,Private room,250,2,88,5/29/22,1,1,61,23,
5131879,LargecomfybrinWilliamsburg,26529661,Alexis,Brooklyn,Williamsburg,40.71284,-73.94679,Entire home/apt,1763,60,0,,,1,0,0,
5451108,Beautifulroomwithlargewindows,7159349,Marian,Brooklyn,Greenpoint,40.73556,-73.9557,Private room,75,30,0,,,1,0,0,
5320325,SaintNicholasAptA,27502008,Tahirou,Manhattan,Harlem,40.81568,-73.94912,Private room,40,30,107,5/24/22,1.24,1,294,2,
5320983,BeautifulbrightrenovatedBRwBalconysleeps,588270,Dikla,Brooklyn,DUMBO,40.70264,-73.98808,Entire home/apt,350,2,291,5/25/22,3.29,2,208,51,
5135121,RoomyStudioatProspectPark,5125933,Penelope,Brooklyn,Prospect-Lefferts Gardens,40.65729,-73.95782,Entire home/apt,65,30,3,8/27/17,0.04,1,0,0,
5327598,ConvenientUpdatedprimeEastVillagelocation,11576606,Katie,Manhattan,East Village,40.72372,-73.98523,Entire home/apt,199,30,1,10/2/16,0.01,1,0,0,
5454050,GorgeousBRNewWDModern_BestLocationNYC,2119276,Eran,Manhattan,Hell's Kitchen,40.76696,-73.98853,Entire home/apt,160,30,20,4/30/22,0.23,35,292,5,
5136673,SpaciousBrooklynLoftprivateroom,8118080,Theresa,Brooklyn,Bedford-Stuyvesant,40.68701,-73.9202,Private room,40,7,0,,,1,0,0,
5465270,SunnyandSpaciousinCobbleHill,4413909,Adam,Brooklyn,Cobble Hill,40.68645,-73.99088,Entire home/apt,120,30,7,8/7/16,0.08,1,0,0,
5335792,GreatEastVillagebedroomNYC,7877557,Guy,Manhattan,East Village,40.72604,-73.99016,Private room,100,30,0,,,1,0,0,
5136833,Spaciousprivateroomupperwestside,26558533,Jinqiu,Manhattan,Upper West Side,40.79601,-73.96503,Private room,79,30,8,10/16/16,0.11,1,0,0,
5337757,SunnyByParkPrivateEntranceSafeQuietArea,117949,Ariel,Brooklyn,Greenpoint,40.72724,-73.94208,Private room,40,30,92,5/31/22,1.04,1,109,9,
5469274,BDRBINMODERNBEDSTUYDUPLEX,3999031,Akeem,Brooklyn,Bedford-Stuyvesant,40.68939,-73.93178,Private room,85,30,7,9/4/17,0.09,1,339,0,
5470350,Spaciousrmminsfromdowntown,1340207,Deena,Manhattan,Harlem,40.81597,-73.94705,Private room,81,30,5,9/19/16,0.06,1,0,0,
5137531,LUXURYDoormanWalktoCentralPark,7881946,Emmanuel,Manhattan,Harlem,40.80618,-73.95482,Entire home/apt,140,30,5,3/5/15,0.06,1,0,0,
5477034,ComfyroominWilliamsburgLoftApt,4687722,Mav,Brooklyn,Williamsburg,40.71501,-73.94505,Private room,85,30,0,,,1,0,0,
5340170,SpaciousroominParkSlope,27240422,Hardik,Brooklyn,Park Slope,40.6732,-73.98477,Private room,45,30,2,7/9/15,0.02,1,0,0,
5340262,Sunnyhome,27673980,Amy,Queens,Flushing,40.74537,-73.83252,Private room,58,1,276,5/20/22,3.14,8,57,9,
5141379,TrueBRAptinGreenwichVillage,21112602,Maggie,Manhattan,West Village,40.73437,-73.99904,Entire home/apt,198,30,15,9/29/16,0.17,1,0,0,
5478741,PrivateGardenNearBwayEmpireStateSubway,28411613,Marea,Manhattan,Midtown,40.74495,-73.98402,Entire home/apt,589,30,71,2/24/20,0.83,1,0,0,
5143959,MasterBedroominLeffertsGarden,20518366,Gabriel,Brooklyn,Prospect-Lefferts Gardens,40.65811,-73.95146,Private room,65,30,0,,,2,0,0,
5478901,PrivateRoominHarlem,20121732,Alison,Manhattan,Harlem,40.82205,-73.94523,Private room,60,30,0,,,1,0,0,
5343821,QuietMidtownOasisSuttonPlace,27589508,James,Manhattan,Midtown,40.75758,-73.96519,Entire home/apt,200,5,108,5/13/22,1.47,1,209,3,
5144689,HarlemStyleSpaciousandSunny,26597048,M. Elizabeth,Manhattan,East Harlem,40.80581,-73.94234,Entire home/apt,139,3,225,5/31/22,3.33,2,61,47,
5146173,DesignerWestVillageDreamHome,26606802,Christina,Manhattan,West Village,40.73292,-74.00621,Entire home/apt,751,28,12,10/23/16,0.14,1,154,0,
5352301,HousingforSGUAUASABAROSSstudents,27741331,Lyn,Brooklyn,East Flatbush,40.6575,-73.92244,Private room,27,30,12,6/1/22,0.14,5,333,2,
5148878,GORGEOUSBDPENTHSFTERRACE,215570,Dirk,Brooklyn,Williamsburg,40.71081,-73.96373,Entire home/apt,125,30,5,1/1/18,0.06,1,0,0,
5352802,UniqueloftspacemiddleofManhattan,5740424,Maria,Manhattan,Midtown,40.7487,-73.98316,Entire home/apt,229,30,2,1/2/20,0.03,1,0,0,
5353312,FabulousstudioUESdaysmin,23772724,The Local Stay,Manhattan,Upper East Side,40.77375,-73.95215,Entire home/apt,99,30,20,5/18/22,0.25,52,293,3,
5482918,PleasantPlaceRoomsJFKPrivateHousingsComplex,26602392,Dean&Paula,Queens,Springfield Gardens,40.66228,-73.76676,Private room,85,1,154,4/25/22,2.08,2,329,2,
5150206,SunnyRoominBeautifulBrownstoneAptArea,9054750,Camiren,Manhattan,Harlem,40.82837,-73.94757,Private room,45,2,30,6/17/21,0.43,1,23,1,
5487204,SpaciousRoominBrooklyn,6834165,Amanda,Brooklyn,Crown Heights,40.67216,-73.94281,Shared room,70,30,2,8/25/15,0.02,1,0,0,
5353431,CharmingStudioclosetoeverything,16548665,Britta,Brooklyn,Bedford-Stuyvesant,40.69413,-73.95731,Entire home/apt,80,30,5,1/5/16,0.06,1,0,0,
5353612,BeautifulprivatesuitelikeFLaptWestVillage,9350960,Victoria,Manhattan,West Village,40.73478,-74.00734,Entire home/apt,296,2,296,5/30/22,4.02,1,130,49,
5160871,CozyChelseaStudio,8780729,Ellen,Manhattan,Chelsea,40.74335,-73.99819,Entire home/apt,135,30,31,12/5/16,0.37,1,0,0,
5354796,Spaciousairyroomperfectfortwo,13649613,"Rossy,  Carmen And Juan",Bronx,University Heights,40.85477,-73.91597,Private room,58,2,152,5/9/22,1.73,4,1,23,
5494750,HomeForMedicalProfessionalsLunula,26377263,Stat,Brooklyn,East Flatbush,40.65875,-73.93451,Private room,43,6,2,12/24/21,0.05,53,281,1,
5164045,Cozysunnyprivateroom,26710027,Sara,Brooklyn,Bedford-Stuyvesant,40.68074,-73.92513,Private room,65,30,21,7/17/16,0.25,1,0,0,
5495026,HomeForMedicalProfessionalsBorborygmi,26377263,Stat,Brooklyn,East Flatbush,40.66084,-73.93418,Private room,60,6,5,8/25/21,0.06,53,281,2,
5495927,CrotonaParkSunnyRoomatSUMMIT,860636,Shawn(Ta),Bronx,Tremont,40.84041,-73.88835,Private room,40,30,25,9/30/18,0.28,3,0,0,
5168749,LICSuperSunnySpaciousBRApt,10433019,Serene,Queens,Long Island City,40.74425,-73.94953,Entire home/apt,140,30,13,1/14/22,0.15,1,257,4,
5500197,Luxuriousstudiowrooftopgym,6050250,Aram,Brooklyn,Williamsburg,40.71298,-73.93835,Entire home/apt,145,30,8,10/24/16,0.09,1,0,0,
5358354,NewBLDGBalconyWDPrimelocation,2119276,Eran,Manhattan,Hell's Kitchen,40.76681,-73.98638,Entire home/apt,160,30,27,3/6/22,0.33,35,250,4,
5359410,ComfyRoomClosetotheTrain,27782348,Morgan,Brooklyn,Bushwick,40.69713,-73.92447,Private room,50,30,1,3/10/15,0.01,1,0,0,
5168854,ElegantbrTimesSquareApartment,26731382,Bright,Manhattan,Theater District,40.75504,-73.9879,Shared room,200,30,0,,,1,0,0,
5505918,WinterDealCosyroomavailableinEastVillage,28557212,Marion,Manhattan,East Village,40.73117,-73.98337,Private room,67,30,4,2/21/17,0.05,1,0,0,
5172992,brinduplexofluxurybuilding,23386756,Daniel,Brooklyn,Williamsburg,40.70675,-73.94654,Private room,40,30,0,,,1,0,0,
5506438,LuxuryHighRiseApartment,2263462,Anna Meng,Manhattan,Kips Bay,40.74265,-73.97364,Private room,100,30,1,10/3/15,0.01,1,0,0,
5362041,ColumbiaUHarlemTownhouseDuplex,27796188,John,Manhattan,Harlem,40.81115,-73.95334,Entire home/apt,257,4,123,3/7/20,1.43,2,124,0,
5173154,COZYAFFORDABLEPVTBEDSTUYROOM,26756453,Tyler,Brooklyn,Bedford-Stuyvesant,40.68963,-73.94307,Private room,70,30,0,,,1,0,0,
5362279,StylishbrinBrooklynHeights,9787502,Shehzad,Brooklyn,Brooklyn Heights,40.69477,-73.99225,Entire home/apt,200,30,24,7/1/17,0.27,1,0,0,
5175054,CharmingTimesSquarebedroom,22305520,James,Manhattan,Hell's Kitchen,40.76194,-73.99124,Entire home/apt,200,3,164,6/1/22,1.84,2,94,42,
5509771,Modernrenovatedonebedroomapartment,1098902,Amy,Brooklyn,Park Slope,40.67154,-73.97998,Entire home/apt,187,3,203,5/20/22,2.31,2,233,42,
5581442,HomeForMedicalProfessionalsPhosphene,26377263,Stat,Queens,Far Rockaway,40.59507,-73.75408,Private room,47,6,11,11/27/21,0.13,53,211,3,
5588684,HugeHomewPrivateYardsqftsqm,489950,Maria,Brooklyn,Greenpoint,40.73268,-73.95824,Entire home/apt,115,30,22,8/25/21,0.29,1,0,2,
5510725,FunintheHeartofManhattan,7580514,Mekado,Manhattan,Hell's Kitchen,40.76209,-73.98816,Entire home/apt,160,2,61,3/7/20,0.71,1,0,0,
5512274,WestVillageGroundFloorStudio,7033514,Paul,Manhattan,West Village,40.73373,-74.00647,Entire home/apt,199,30,1,10/30/15,0.01,1,0,0,
5519207,ChezJesseVacationSpotGarden,3191371,Jesse,Manhattan,East Harlem,40.80712,-73.93898,Private room,82,2,196,5/24/22,2.3,2,192,34,
5363874,brDuplexwRoofDeckClosetoEmpireStateBuild,17982486,Cheri,Manhattan,Kips Bay,40.74259,-73.97949,Entire home/apt,250,30,14,10/26/19,0.16,1,198,0,
5364337,PrivateBedroomwprivatebath,27807705,Isoke,Brooklyn,Bedford-Stuyvesant,40.68941,-73.94206,Private room,70,30,0,,,1,0,0,
5590262,EntireBrightBAptJustMinToManhattan,669773,Fabio,Queens,Sunnyside,40.7459,-73.91796,Entire home/apt,130,30,5,1/13/22,0.07,1,308,2,
5364814,ArtistLoftinBushwick,9881214,Darcy,Brooklyn,Bushwick,40.69983,-73.92549,Entire home/apt,125,30,1,4/1/15,0.01,1,0,0,
5520934,BigandWarmAptinheartofWilliamsburg,28629958,Conrad,Brooklyn,Williamsburg,40.71499,-73.9599,Entire home/apt,175,30,6,11/8/16,0.07,1,262,0,
5590400,CharmingArtsyBedroomwoffice,28984530,Genni And Stephen,Manhattan,Harlem,40.81211,-73.95323,Entire home/apt,100,30,0,,,1,0,0,
5590966,RiversideSuite,28723165,Taylor & Tee,Manhattan,Harlem,40.82631,-73.94931,Private room,70,30,131,1/20/18,1.49,1,0,0,
5525510,CozyBohemianApartmentinNewYorkCity,23086547,Arya,Manhattan,Little Italy,40.71915,-73.99869,Entire home/apt,88,30,76,7/17/21,0.9,1,296,1,
5534660,StudioapartmentinGreenpoint,28699661,Andrzej,Brooklyn,Greenpoint,40.73249,-73.95373,Entire home/apt,120,30,17,1/5/16,0.19,1,0,0,
5769218,hdoormanluxuryBdrUpperEast,29452212,Bengu,Manhattan,Upper East Side,40.76545,-73.95668,Entire home/apt,120,30,0,,,1,0,0,
5593725,LargecomfybeautifulBRnearABCDManhattan,29003805,Kimmy,Manhattan,Harlem,40.82676,-73.94552,Private room,42,30,39,7/26/21,0.77,2,0,2,
5770483,CozyQuietBRAptHellsKitchen,29936494,Monica,Manhattan,Hell's Kitchen,40.76301,-73.98824,Entire home/apt,330,5,66,5/20/22,0.77,1,133,1,
5536638,BedfordAveNWBurgRoominBR,28709982,Sidiq,Brooklyn,Williamsburg,40.72027,-73.95513,Private room,112,3,42,5/8/22,0.48,2,31,2,
5593975,AdorablePrivateRoomwbackyard,29005043,Brianna,Brooklyn,Bedford-Stuyvesant,40.67867,-73.94531,Private room,125,30,7,10/3/16,0.09,1,180,0,
5771366,AuthenticNewYorkVintageHome,1211067,"Hans, Sandra & Son",Staten Island,Clifton,40.6212,-74.08558,Private room,49,30,181,11/3/21,2.14,1,338,2,
5598465,BRBohemianOasisinAstoria,18941320,Alexandra,Queens,Astoria,40.76244,-73.9249,Entire home/apt,122,30,7,10/22/17,0.08,1,0,0,
5772667,Quietcharmingoasis,9518420,Ryan,Manhattan,Harlem,40.80502,-73.95808,Entire home/apt,150,30,11,5/2/22,0.36,1,82,6,
5536824,LOFTBEDROOMGREATAPTONLEXINGTONAVE,24715671,Julia,Manhattan,Midtown,40.74186,-73.98304,Entire home/apt,275,30,9,7/19/18,0.1,6,280,0,
5536844,ParkSlopeMasterBedroom,28711190,Adam,Brooklyn,Park Slope,40.6682,-73.98196,Private room,75,30,0,,,1,0,0,
5538410,HomeForMedicalProfessionalsSUNYDownstate,26377263,Stat,Brooklyn,East Flatbush,40.65309,-73.94587,Private room,48,6,0,,,53,324,0,
5601147,SpaciousBRaptColumbiaU,11658596,Lucas,Manhattan,Upper West Side,40.80324,-73.96517,Entire home/apt,100,30,0,,,1,0,0,
5773199,LovelyapartmentonUpperWestSide,2446016,Aryeh,Manhattan,Upper West Side,40.792,-73.97506,Entire home/apt,150,7,52,2/10/20,0.6,1,0,0,
5602200,Quietartistsden,24665235,Ippei,Brooklyn,Bedford-Stuyvesant,40.68417,-73.94977,Entire home/apt,53,2,9,4/19/16,0.11,1,0,0,
5774245,BrightPeacefulCleanOneBedroom,25859072,Elizabeth,Brooklyn,Fort Greene,40.68759,-73.96942,Entire home/apt,115,30,5,10/3/17,0.06,1,0,0,
5543210,SunnyOasisinCarrollGardens,3424719,Demetria,Brooklyn,Columbia St,40.6821,-74.00348,Private room,65,30,8,5/13/19,0.09,1,0,0,
5602369,bedroombrownstoneduplex,1407325,Przemek,Brooklyn,Prospect Heights,40.67965,-73.97287,Entire home/apt,250,5,18,1/3/20,0.21,1,0,0,
5604704,SpaciousChiqueBrooklynGem,19523446,Aundre,Brooklyn,Crown Heights,40.67562,-73.95774,Entire home/apt,186,2,213,5/14/22,2.46,1,20,33,
5543996,LargebdrminBrooklynNYC,28745989,Jordan,Brooklyn,Midwood,40.61056,-73.96558,Entire home/apt,125,30,0,,,1,0,0,
5779752,EastVillagewithxBalconyRoof,19498957,Peter,Manhattan,East Village,40.72558,-73.98212,Private room,129,30,4,10/7/15,0.05,1,0,0,
5616298,LuxBedBathCentralParkView,836168,Henry,Manhattan,Upper West Side,40.77277,-73.98571,Entire home/apt,2500,30,9,1/28/16,0.11,11,364,0,
5783517,CozyClean,23533897,Fatou,Brooklyn,Crown Heights,40.67614,-73.95235,Private room,80,1,67,11/2/19,0.77,6,2,0,
5545560,BrownstoneonLandmarkedBlock,28752891,Sarah,Manhattan,Upper West Side,40.79206,-73.96567,Private room,350,3,93,5/27/22,1.87,1,41,33,
5619149,VibrantManhattanArtistLoft,3868692,Lucas,Manhattan,Financial District,40.70282,-74.00911,Entire home/apt,650,2,64,1/1/22,0.74,2,0,3,
5550377,SunnyEastVillage,13972159,Erin,Manhattan,East Village,40.72838,-73.98046,Entire home/apt,250,30,12,12/12/17,0.15,1,0,0,
5550788,CozyandbedroomaptnearTimesSquare,1982425,Nya,Manhattan,Hell's Kitchen,40.7573,-73.99557,Private room,79,5,5,6/26/21,0.1,1,348,1,
5557097,AspacioussunnyroominNYCPETFriendly,3447539,Nick,Manhattan,Washington Heights,40.84896,-73.93773,Private room,88,14,162,5/21/22,1.84,2,246,22,
5785674,ABeautifulPrivateStudioinBrooklyn,7039396,Sol And Coach,Brooklyn,Cypress Hills,40.68132,-73.88748,Private room,79,1,14,1/1/22,0.16,2,123,9,
5786059,PrivateBedroomingreenpoint,30006954,Belinda,Brooklyn,Greenpoint,40.73269,-73.95341,Private room,143,30,3,5/6/16,0.04,1,365,0,
5621141,CleanLargeSunnyBDinheartofChelsea,23747060,Cathy,Manhattan,Chelsea,40.74346,-73.99668,Entire home/apt,220,30,54,5/31/22,0.63,1,41,7,
5557135,BeautifulChicStudio,28809821,Michelle,Manhattan,Murray Hill,40.7447,-73.97322,Shared room,115,30,7,11/6/16,0.09,1,0,0,
5623799,SunnyloftyBRonExpressADline,9311147,Esther,Manhattan,Harlem,40.82407,-73.94316,Private room,49,30,0,,,1,0,0,
5791540,BrooklynHeightsgem,30046603,Jane,Brooklyn,Brooklyn Heights,40.69692,-73.99315,Entire home/apt,113,30,2,6/13/17,0.03,1,0,0,
5792453,RenovatedBDRMUnionSqEVillage,30050649,Samantha,Manhattan,East Village,40.73306,-73.98762,Entire home/apt,196,30,9,11/6/16,0.12,1,0,0,
