id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2595,SkylitMidtownCastle,2845,Jennifer,Manhattan,Midtown,40.75356,-73.98559,Entire home/apt,225,30,48,11/4/19,0.31,3,308,0,
5121,BlissArtsSpace,7356,Garon,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512,Private room,60,30,50,12/2/19,0.32,2,365,0,
5136,SpaciousBrooklynDuplexPatioGarden,7378,Rebecca,Brooklyn,Sunset Park,40.66265,-73.99454,Entire home/apt,275,21,2,8/8/21,0.02,1,250,1,
5178,LargeFurnishedRoomNearBway,8967,Shunichi,Manhattan,Midtown,40.76457,-73.98317,Private room,68,2,536,5/9/22,3.37,1,172,62,
5203,CozyCleanGuestRoomFamilyApt,7490,MaryEllen,Manhattan,Upper West Side,40.8038,-73.96751,Private room,75,2,118,7/21/17,0.76,1,0,0,
5295,BeautifulbronUpperWestSide,7702,Lena,Manhattan,Morningside Heights,40.80316,-73.96387,Entire home/apt,135,30,56,8/22/21,0.35,2,30,1,
5803,LovelyRoominBESTAREALegalRentalSpotless,9744,Laurie,Brooklyn,South Slope,40.66801,-73.98784,Private room,118,4,211,5/18/22,1.32,3,312,26,
6848,OnlystopstoManhattanstudio,15991,Allen & Irina,Brooklyn,Williamsburg,40.70935,-73.95342,Entire home/apt,84,30,184,2/20/22,1.16,1,227,4,
74860,SunlitandCozyWilliamsburgGreenpointBrooklyn,394752,Allison,Brooklyn,Greenpoint,40.72364,-73.95013,Entire home/apt,75,30,3,10/30/19,0.02,1,0,0,
6872,UptownSanctuarywPrivateBathMonthtoMonth,16104,Kae,Manhattan,East Harlem,40.80107,-73.94255,Private room,65,30,0,,,2,334,0,
44229,BROOKLYNVICTORIANSTYLESUITE,181376,Carol,Brooklyn,Fort Greene,40.69287,-73.97108,Private room,110,30,231,2/11/20,1.63,2,335,0,
6990,UESBeautifulBlueRoom,16800,Cyn,Manhattan,East Harlem,40.78778,-73.94759,Private room,62,30,238,5/10/22,1.55,1,254,5,
75635,BrightCozyChinatownStudioApt,401696,Patricia,Manhattan,Lower East Side,40.71911,-73.98588,Entire home/apt,160,3,336,5/26/22,2.45,1,182,14,
7064,AmazinglocationWburgLargebrighttranquil,17297,Joelle,Brooklyn,Williamsburg,40.71248,-73.95881,Private room,90,7,9,8/31/15,0.06,2,5,0,
7097,PerfectforYourParentsPrivacyGarden,17571,Jane,Brooklyn,Fort Greene,40.691083,-73.972544,Entire home/apt,199,2,294,5/21/22,1.95,2,273,44,
7801,SweetandSpaciousBrooklynLoft,21207,Chaya,Brooklyn,Williamsburg,40.71778,-73.9568,Entire home/apt,395,30,9,12/28/11,0.06,1,348,0,
77517,RoominWillyburgLoftOnlyLongStays,415660,Carmen,Brooklyn,Williamsburg,40.71407,-73.96657,Private room,100,28,3,7/23/12,0.02,3,338,0,
44288,PrivatestudioinWestVillageonquitestreet,193637,Sara,Manhattan,West Village,40.73737,-74.00437,Entire home/apt,170,30,88,12/7/20,0.61,1,132,0,
44973,CreativeSouthWilliamsburgStudio,198411,Anastasia,Brooklyn,Williamsburg,40.70894,-73.95234,Entire home/apt,104,30,125,4/2/22,0.88,1,122,4,
8490,MaisondesSirenesbohemianluminousapartment,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68462,-73.93839,Entire home/apt,135,2,149,4/8/22,0.96,2,260,19,
77765,SuperioratBoxHouse,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,250,3,41,4/24/22,0.3,30,202,3,
9357,MidtownPiedaterre,30193,Tommi,Manhattan,Hell's Kitchen,40.76724,-73.98664,Entire home/apt,175,30,58,8/13/17,0.38,1,0,0,
9704,Spaciousbedroominluxebuilding,32045,Teri,Manhattan,Harlem,40.81317,-73.95465,Private room,55,30,98,3/14/20,1.01,1,116,0,
10452,LargeBBStylerooms,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68294,-73.95682,Private room,82,30,80,5/23/22,0.54,5,263,4,
80493,CozyroominEastVillagewithAC,434987,Jennifer,Manhattan,East Village,40.72322,-73.98615,Private room,55,2,201,4/22/22,1.48,1,98,4,
80684,DuplexwTerraceatBoxHouseHotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Hotel room,529,3,10,11/13/21,0.08,30,164,2,
80700,LoftwTerraceatBoxHouseHotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,363,3,8,5/16/22,0.06,30,198,1,
45542,CleanandCozyHarlemApartment,202249,Campbell,Manhattan,Harlem,40.82569,-73.93842,Entire home/apt,100,30,18,12/17/18,0.4,1,0,0,
45556,FortGreeneBrooklynCenterBedroom,67778,Doug,Brooklyn,Fort Greene,40.68834,-73.97578,Private room,65,2,317,5/22/22,2.22,2,153,57,
45910,BeautifulQueensBrownstoneBR,204539,Mark,Queens,Ridgewood,40.70309,-73.89963,Entire home/apt,395,30,13,11/12/19,0.1,6,358,0,
10962,LovelyRoominBESTAREALegalRentalSpotless,9744,Laurie,Brooklyn,South Slope,40.66692,-73.98981,Private room,119,4,204,5/10/22,1.32,3,284,22,
45935,RoominBeautifulTownhouse,204586,L,Bronx,Mott Haven,40.80635,-73.92201,Private room,60,30,0,,,1,83,0,
11943,Countryspaceinthecity,45445,Harriet,Brooklyn,Flatbush,40.63702,-73.96327,Private room,150,30,0,,,1,0,0,
45936,CouldntBeCloserToColumbiaUni,867225,Rahul,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,75,31,133,4/22/22,0.96,1,145,4,
80924,SpaciousBedroomDuplexinParkSlope,438133,Ellis,Brooklyn,Park Slope,40.67407,-73.98105,Entire home/apt,160,30,37,2/18/20,0.36,2,154,0,
12192,ENJOYDowntownNYC,46978,Edward,Manhattan,East Village,40.72296,-73.98383,Private room,75,7,274,5/7/22,1.79,2,24,9,
81739,LoftwTerraceatBoxHouseHotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,363,3,2,5/12/11,0.01,30,198,0,
46911,LargeRoominprivateBrownstoneinParkSlope,210746,Kathleen R.,Brooklyn,Prospect Heights,40.68022,-73.97457,Private room,120,3,59,5/8/22,0.41,3,267,8,
12937,StopfrManhattanPrivateSuiteLandmarkBlock,50124,Orestes,Queens,Long Island City,40.74757,-73.94571,Private room,140,3,325,5/28/22,2.23,1,124,40,
12940,CharmingBrownstoneNearPRATT,50148,Adreinne,Brooklyn,Bedford-Stuyvesant,40.67946,-73.95417,Entire home/apt,119,30,72,8/31/21,0.47,1,186,2,
82928,BEAUTIFULBEDROOMAPARTMENT,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94469,Entire home/apt,150,30,75,5/2/22,0.96,1,66,4,
13121,ERIGHTONBUDGET,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,75,2,70,9/6/21,0.49,4,363,5,
49048,BandBStyleRoomsforRentwbath,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.6829,-73.95701,Private room,90,30,23,4/30/22,0.17,5,155,3,
50447,LovelyAptGardenBESTAREALegalSpotless,9744,Laurie,Brooklyn,Gowanus,40.66913,-73.99041,Entire home/apt,162,5,214,5/15/22,1.52,3,265,28,
13808,BlueRoomforinBrownstoneformonthly,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68064,-73.94039,Private room,80,2,163,5/9/22,1.12,4,208,19,
14290,ORIGINALBROOKLYNLOFT,56104,James,Brooklyn,Williamsburg,40.70348,-73.93621,Entire home/apt,248,1,140,5/19/22,0.92,1,104,34,
51438,BedroominBdrmAptUpperEast,236421,Jessica,Manhattan,Upper East Side,40.77449,-73.95308,Private room,130,14,0,,,2,0,0,
83243,BrooklynCoveBrAptwGardenInBushwick,453519,Julian,Brooklyn,Bushwick,40.68769,-73.91788,Entire home/apt,77,30,252,6/1/22,1.85,1,307,2,
83446,FtGreenegemwithbackyardprivateentrance,454756,Leslie,Brooklyn,Fort Greene,40.68871,-73.97322,Entire home/apt,150,30,6,8/21/19,0.04,1,0,0,
14314,GreenpointPlaceHasItAll,56246,Jeanne,Brooklyn,Greenpoint,40.73535,-73.95584,Entire home/apt,99,30,179,8/16/20,1.18,1,276,0,
84010,SuperioratBoxHouse,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,210,3,21,5/4/22,0.16,30,197,5,
14434,PrivateBlissArtSpace,7356,Garon,Brooklyn,Bedford-Stuyvesant,40.68777,-73.94976,Private room,70,30,59,10/11/21,0.4,2,326,1,
89621,wonderfulsleep,209460,Marylyn Palmer,Brooklyn,Crown Heights,40.67823,-73.94719,Entire home/apt,90,30,239,3/20/22,1.81,2,354,1,
93313,MAISONDESSIRENES,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93817,Entire home/apt,135,2,129,5/10/22,0.96,2,250,23,
51850,FExcellentPvtRm,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,65,30,53,9/3/19,0.37,4,328,0,
15220,BestLocationinNYCTIMESSQUARE,59734,Luiz,Manhattan,Hell's Kitchen,40.75611,-73.99523,Private room,86,2,368,5/13/22,2.43,2,235,43,
15341,NewPaintBrightSpaciousbdDoormanElevator,60049,Ted,Manhattan,Lower East Side,40.721359,-73.993668,Entire home/apt,229,2,31,3/30/22,0.29,1,3,5,
52689,SunnyAstoriaBRnearsubwayrestaurants,244071,Litza,Queens,Ditmars Steinway,40.77868,-73.90652,Entire home/apt,150,4,30,5/27/22,0.22,1,38,24,
94209,LargeSunnyBRConvBRAptinCrownHeightsBk,503800,Peace,Brooklyn,Crown Heights,40.67654,-73.94629,Entire home/apt,101,1,29,5/20/22,1.97,1,65,22,
15385,Veryverycozyplace,60252,Cristina,Brooklyn,Williamsburg,40.71211,-73.96397,Private room,80,7,49,2/7/20,0.33,1,123,0,
15396,SunnySpaciousChelseaApartment,60278,Petra,Manhattan,Chelsea,40.74493,-73.99521,Entire home/apt,400,30,5,11/3/18,0.07,1,61,0,
94783,BeautifulBrightsWarmSpaciousBRApt,473113,Keishera,Brooklyn,Crown Heights,40.6736,-73.9551,Entire home/apt,140,6,130,5/28/22,0.96,1,294,13,
53469,cozystudiowithparkingspot,204539,Mark,Queens,Middle Village,40.71567,-73.87842,Entire home/apt,107,30,33,5/9/15,0.23,6,339,0,
53470,CleanandconvenientBRapartment,204539,Mark,Queens,Ridgewood,40.70422,-73.89778,Entire home/apt,193,30,6,10/8/15,0.05,6,358,0,
15711,bedroomUpperEastSide,61491,D,Manhattan,Upper East Side,40.77119,-73.95241,Entire home/apt,206,30,84,11/29/20,0.56,3,165,0,
53477,floorsofluxury,204539,Mark,Queens,Middle Village,40.71778,-73.87714,Entire home/apt,350,30,16,8/9/19,0.12,6,317,0,
54466,BeautifulUptownManhattanapartmnt,253385,Douglas,Manhattan,Harlem,40.80255,-73.95803,Private room,200,30,0,,,1,365,0,
95747,LovelyBRinTreelinedWBurg,509341,Tessa,Brooklyn,Williamsburg,40.71167,-73.94932,Entire home/apt,140,7,16,5/1/22,0.12,1,21,2,
95883,SpaciousLoftinClintonHillBedStuy,509918,Eduardo,Brooklyn,Bedford-Stuyvesant,40.69304,-73.95417,Entire home/apt,250,6,6,7/25/21,0.06,1,164,1,
16326,Comfortablebedroomaptinfamilyhouse,63588,Dimitri,Brooklyn,Prospect Heights,40.67839,-73.96642,Entire home/apt,140,30,154,11/6/21,1.08,1,3,2,
98663,GroovyNYCChelseaPad,520279,Peter Michael,Manhattan,Chelsea,40.75077,-73.99657,Entire home/apt,150,30,19,6/11/18,0.14,1,185,0,
99085,SunnyBklynJewelFortGreene,522164,Wanda,Brooklyn,Fort Greene,40.6867,-73.97469,Entire home/apt,123,30,26,4/29/22,0.19,1,236,5,
54508,SmlRmBrstPSlgreatforlongerstaysMedStu,210746,Kathleen R.,Brooklyn,Park Slope,40.67908,-73.97405,Private room,80,2,126,6/1/22,0.89,3,310,23,
16338,DoubleRoomwDeckClintonHillBestArea,63613,Patricia,Brooklyn,Clinton Hill,40.69121,-73.96804,Private room,55,21,29,2/28/21,0.19,2,216,0,
54694,HGreatDealPvtRm,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,65,30,62,1/1/18,0.44,4,0,0,
100186,LargeBrandNewParkSlopeBR,526805,Mi,Brooklyn,Gowanus,40.66952,-73.99201,Entire home/apt,130,30,111,3/20/22,0.83,1,6,5,
16580,SunnyModernroominEastVillage,64442,Reka,Manhattan,East Village,40.72489,-73.9781,Private room,138,1,458,5/20/22,4.28,2,224,32,
16595,FullFloorLoftSixWindowsHomeTheaterTub,64522,Ariel,Brooklyn,Williamsburg,40.7092,-73.96641,Entire home/apt,500,1,229,5/23/22,1.62,2,364,32,
100368,GreenwichVillageBrownstoneHugePrivateDeck,526105,Scott,Manhattan,Chelsea,40.74056,-74.00143,Entire home/apt,222,30,35,5/31/21,0.26,1,295,0,
54860,Greatapartmentwithprivatebathroomandentrance,258164,Jenny,Manhattan,East Harlem,40.79934,-73.94236,Private room,100,5,257,5/22/22,1.82,1,174,28,
16821,LargeWFHRoominAmazingEVillageAptRoomA,4396,Casey,Manhattan,East Village,40.72281,-73.98501,Private room,169,1,150,5/15/22,1.26,3,37,28,
55587,SunnyBRMidcenturyPenthouseinWilliamsburg,131716,Daniel,Brooklyn,Williamsburg,40.71311,-73.9506,Entire home/apt,235,3,18,5/8/22,0.14,1,36,7,
101053,ColorfulArtisticWilliamsburgAptwBedrooms,530032,Lee And Tara,Brooklyn,Williamsburg,40.71116,-73.95484,Private room,175,60,38,7/12/21,0.28,1,0,1,
102995,UWSBrownstoneNearCentralPark,178043,Chas,Manhattan,Upper West Side,40.78645,-73.97082,Entire home/apt,389,30,45,1/1/18,0.34,1,1,0,
16974,SpaHaLoftEnormousandBright,65837,Robin,Manhattan,East Harlem,40.8019,-73.93762,Entire home/apt,250,5,247,5/24/22,1.63,1,70,26,
55959,WorkFromOurHomewLoft,168525,Gus,Brooklyn,Williamsburg,40.71065,-73.95087,Private room,95,5,93,6/25/20,0.86,2,32,0,
17037,LovelyEVArtistsHome,66035,Anna,Manhattan,East Village,40.72289,-73.98028,Entire home/apt,220,30,53,3/18/20,0.36,1,61,0,
55982,CozybrinsunnyFortGreeneapt,264928,Sally,Brooklyn,Fort Greene,40.68701,-73.97555,Private room,85,3,38,11/13/21,0.27,1,0,1,
56859,CityRoomPrivateComfyBedroom,256161,Wayne,Manhattan,Harlem,40.81201,-73.94452,Private room,74,3,226,5/18/22,1.62,2,43,18,
103161,CozyequippedsuperdedicatedworkspacePRIMEWBG,465278,Ade,Brooklyn,Williamsburg,40.71551,-73.96274,Entire home/apt,375,10,144,5/20/22,1.36,1,192,7,
103311,BRwTerraceatBoxHouseHotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Private room,785,3,9,5/19/18,0.07,30,107,0,
17693,HARLEMNYCSTILLWELCOMESYOUxx,68428,Tye And Etienne,Manhattan,Washington Heights,40.83253,-73.94108,Private room,75,2,62,4/24/22,0.94,2,318,2,
103555,CleanSereneinScenicFortGreene,220001,Gordon,Brooklyn,Fort Greene,40.693047,-73.971985,Entire home/apt,375,1,281,5/9/22,2.08,1,154,1,
105469,surfstayregular,547386,Michelle,Queens,Rockaway Beach,40.58603,-73.8145,Private room,104,2,17,9/17/21,0.13,2,86,1,
57166,ElegantNYCPad,272006,Vasili,Queens,Ditmars Steinway,40.772472,-73.906075,Entire home/apt,150,3,87,6/3/22,0.62,1,290,38,
57618,Greatnewaptclosetoeverything,274557,Ana,Manhattan,Hell's Kitchen,40.76505,-73.98716,Entire home/apt,250,3,118,4/7/22,0.88,1,4,5,
18152,ManhattanRoom,69942,Victoria,Manhattan,Upper East Side,40.76967,-73.94831,Private room,200,30,148,9/1/19,1.14,1,365,0,
105790,HolidayspecialnearColumbiaUniv,548817,Armand,Manhattan,Harlem,40.81919,-73.95443,Private room,80,30,144,6/25/19,1.13,1,60,0,
18728,BeautifulMeatpackingDistrictLoft,71876,DAVID And RICK,Manhattan,Chelsea,40.74261,-74.00353,Private room,175,4,212,6/2/22,1.55,1,271,27,
106363,BrightRoomWithAGreatRiverView,551055,Alicia,Manhattan,Harlem,40.82772,-73.95284,Private room,79,5,436,5/31/22,3.24,2,239,19,
57754,StylishLargeSPARKLINGGramercyLoft,275578,R,Manhattan,Flatiron District,40.74166,-73.9866,Entire home/apt,330,2,161,5/29/22,1.2,1,160,27,
57874,TheBrownstoneLuxuryBdAptNYC,276291,Simon,Manhattan,East Harlem,40.80747,-73.94076,Entire home/apt,160,3,326,5/17/22,2.31,2,178,53,
18961,CozyStudioinGreatLocation,70857,Fabian,Manhattan,Kips Bay,40.73808,-73.98001,Private room,95,30,1,3/22/16,0.01,1,0,0,
19159,SpaciousluminousaptUpperWestNYC,73051,Sybilla,Manhattan,Harlem,40.82817,-73.95133,Entire home/apt,110,180,58,9/1/20,0.4,1,276,0,
106647,Treelinedblockmodernapartment,552679,Olivia,Brooklyn,Bedford-Stuyvesant,40.68647,-73.95862,Entire home/apt,150,2,120,4/26/22,0.89,1,6,16,
19812,bedroomWilliamsburgAptBedfordLstop,74857,Starlee,Brooklyn,Williamsburg,40.71802,-73.95724,Entire home/apt,105,30,61,8/9/18,0.41,1,191,0,
106906,SunnyTopFloorFortGreeneTwoBedroom,553964,Justine,Brooklyn,Clinton Hill,40.68615,-73.96769,Entire home/apt,225,45,12,1/5/16,0.09,1,215,0,
107630,SweetHistoricGreenpointDuplex,306739,Maya,Brooklyn,Greenpoint,40.72741,-73.95466,Entire home/apt,175,3,312,5/16/22,2.34,2,56,31,
58059,PrivateRoomonHistoricSugarHill,277379,Agnes,Manhattan,Harlem,40.8238,-73.94444,Private room,60,1,605,5/30/22,4.47,2,178,57,
58062,SouthSlopeGreen,277394,Linda,Brooklyn,Windsor Terrace,40.65912,-73.9842,Private room,139,2,25,2/16/20,0.21,1,246,0,
20913,CharmingbedGRWBurgLOCATION,79402,Christiana,Brooklyn,Williamsburg,40.70967,-73.95922,Entire home/apt,80,30,168,7/22/18,1.18,1,0,0,
107895,RiversideCharmwithFirePlace,3088389,Kai,Manhattan,Upper West Side,40.78073,-73.98564,Entire home/apt,166,30,63,5/15/22,0.51,1,238,2,
112304,CozyPrivateRoominWestHarlem,573316,Kelli,Manhattan,Harlem,40.8069,-73.95372,Private room,90,30,1,1/2/16,0.01,1,0,0,
21456,LightfilledclassicCentralPark,42032,Dana,Manhattan,Upper West Side,40.79936,-73.96155,Private room,88,30,85,9/12/21,0.57,1,157,2,
21644,UpperManhattanNewYork,82685,Elliott,Manhattan,Harlem,40.82782,-73.9473,Private room,99,30,3,10/21/19,0.07,1,0,0,
112435,ALLABOUTAVERYCOMFORTABLEROOM,181376,Carol,Brooklyn,Fort Greene,40.69132,-73.97306,Private room,95,30,177,2/16/20,1.32,2,339,0,
59014,SpaciousBRAdorableCleanQuiet,282927,Drica,Manhattan,Lower East Side,40.71946,-73.98641,Entire home/apt,180,30,57,2/18/20,0.41,1,343,0,
21794,COZYQUIETmonthlyroomDOOGLERS,83257,Olan,Manhattan,Chelsea,40.74187,-74.00223,Private room,85,30,36,1/19/20,0.25,2,186,0,
113092,RminBeautifulLuxuryAptBldg,575906,San,Brooklyn,Fort Greene,40.6905,-73.97867,Private room,90,30,0,,,1,0,0,
23135,HouseOnHenryrdFLRSuite,11481,Annette,Brooklyn,Carroll Gardens,40.67747,-74.00146,Entire home/apt,189,3,280,5/19/22,1.91,3,343,21,
113265,BrooklynCrownHeightsGardenApt,314582,Anthony,Brooklyn,Crown Heights,40.67582,-73.9518,Private room,55,30,272,4/7/22,2.03,2,307,2,
59121,NicecleansafeconvenientBR,204539,Mark,Queens,Ridgewood,40.70271,-73.8993,Entire home/apt,196,30,2,11/1/19,0.02,6,358,0,
59709,ArtisticCozyandSpaciouswPatioSleeps,186084,Ricardo & Ashlie,Manhattan,Chinatown,40.7178,-73.9932,Entire home/apt,300,7,46,5/20/22,0.34,2,7,21,
23686,SFbrbaWestVillageoutdoorlivinghouse,93790,Ann,Manhattan,West Village,40.72961,-74.00308,Entire home/apt,620,7,54,5/15/22,0.45,2,228,4,
60164,BeautifulelegantbedSOHOloft,289653,Harrison,Manhattan,Tribeca,40.72012,-74.00397,Entire home/apt,608,30,108,2/5/22,0.83,1,295,2,
114123,LargeParkSlopeTownhouseDuplex,579495,Susi,Brooklyn,South Slope,40.66562,-73.99002,Entire home/apt,235,364,34,1/11/20,0.26,3,362,0,
24285,BeautifulDuplexApartment,97797,Brandon,Brooklyn,Park Slope,40.67115,-73.98026,Entire home/apt,220,30,92,12/11/21,0.63,1,207,3,
115535,SunDrenchedHamiltonHtsJewel,567187,Jane,Manhattan,Harlem,40.82402,-73.95263,Private room,65,30,34,10/30/19,0.25,1,303,0,
60181,SunnyEastVillageApartmentwithrooftop,128806,Sue,Manhattan,East Village,40.7253,-73.98028,Entire home/apt,195,45,37,1/1/20,0.27,1,18,0,
60457,SpaciousGreenwichVillageApt,99212,Jessica,Manhattan,Greenwich Village,40.73072,-73.99275,Entire home/apt,250,30,10,8/21/19,0.07,1,0,0,
60666,CityRoomPrivateLuxurySuite,256161,Wayne,Manhattan,Harlem,40.81006,-73.94559,Private room,111,3,226,5/16/22,1.63,2,32,10,
25406,ModernBrooklynAptAugustsublet,105538,Erik,Brooklyn,Williamsburg,40.71649,-73.94865,Entire home/apt,83,30,29,5/26/18,0.27,1,0,0,
25696,sqfootinluxurybuilding,107628,Dena,Manhattan,Harlem,40.8104,-73.94309,Private room,100,1,190,1/1/20,1.35,1,0,0,
60673,PrivateRoombathLuxuriousHarlem,249372,Cynthia,Manhattan,Harlem,40.81562,-73.94674,Private room,125,30,3,10/20/19,0.07,1,0,0,
115748,BDRMAptWeekendSublease,585166,Lilly,Queens,Astoria,40.76406,-73.92266,Entire home/apt,85,5,37,5/3/22,0.28,2,8,4,
26362,TimesSquareSafeCleanandCozy,59734,Luiz,Manhattan,Hell's Kitchen,40.75603,-73.99294,Private room,79,2,447,5/20/22,3.05,2,259,61,
26785,ParkSlopeGreenGuestHouse,42273,Dani,Brooklyn,South Slope,40.6686,-73.98723,Entire home/apt,90,30,479,5/31/22,3.28,2,35,5,
27006,ComfortableUWSBDFamilyFriendlyBrownstone,115560,Stacy,Manhattan,Upper West Side,40.77839,-73.97778,Entire home/apt,225,30,28,7/12/19,0.21,1,286,0,
116551,BeautifulHarlemStudioApartmentprivateaccess,497672,Cynthia And  Charlie,Manhattan,Harlem,40.80384,-73.95123,Entire home/apt,70,30,172,9/14/21,1.28,1,30,1,
27644,SugarHillRestStop,119510,Emma,Manhattan,Harlem,40.82682,-73.94948,Entire home/apt,180,2,219,1/1/22,1.67,1,293,11,
118061,StyleinStuyvesantHeights,2248897,Roberta,Brooklyn,Bedford-Stuyvesant,40.68462,-73.92895,Entire home/apt,95,30,87,2/8/22,0.67,1,217,3,
60680,BrightHighCeilingSpaciousCozyBREnjoy,292630,Mich,Manhattan,East Village,40.72598,-73.97978,Entire home/apt,160,30,164,3/8/22,1.17,2,314,1,
60794,Brightandspaciousgardenbelow,293394,Rachel,Manhattan,Upper West Side,40.79918,-73.96248,Entire home/apt,211,30,4,8/25/17,0.03,1,0,0,
61509,Quietcleanmidtownaptwelevato,23619,Anna/Fonzy,Manhattan,Midtown,40.75743,-73.96825,Entire home/apt,110,200,92,4/30/19,0.67,1,0,0,
27883,EastVillageSanctuary,120223,Jen,Manhattan,East Village,40.72421,-73.98509,Entire home/apt,100,30,25,12/10/11,0.18,1,0,0,
121861,ParkSlopeAptSpaciousbedroom,611716,Elizabeth,Brooklyn,Park Slope,40.6755,-73.98137,Entire home/apt,165,2,27,12/29/21,0.2,2,86,4,
28907,GardenstudiointheUpperEastSid,124352,Lisa,Manhattan,Upper East Side,40.77827,-73.94669,Entire home/apt,150,30,21,8/15/17,0.14,1,155,0,
62427,GreatEastVillageApartmentRental,303882,Brie,Manhattan,East Village,40.72825,-73.98959,Entire home/apt,130,30,61,12/23/19,0.46,1,153,0,
62891,SmallestHouseInTheVillage,306545,Olivia,Manhattan,East Village,40.72297,-73.98265,Entire home/apt,175,4,206,8/22/21,1.48,2,213,7,
62925,BeautifulLandmarkedDuplex,306739,Maya,Brooklyn,Greenpoint,40.72967,-73.95352,Entire home/apt,285,3,147,5/2/22,1.07,2,54,12,
29013,BBRoom,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,Private room,80,30,70,4/15/22,0.49,5,281,4,
29628,ComfortableSunnyRoom,127608,Chris,Brooklyn,Clinton Hill,40.68292,-73.96381,Private room,89,3,314,5/17/22,2.15,1,243,29,
63588,LL,295128,Carol Gloria,Bronx,Clason Point,40.81161,-73.85499,Private room,89,30,0,,,6,16,0,
29683,StylishApartmentwithofficespaceNearSoHo,125857,Uli,Manhattan,Lower East Side,40.72314,-73.99108,Entire home/apt,185,30,118,3/5/22,0.81,2,233,4,
63610,DOMINIQUESNYminiefficiencypadFreeStParkng,310670,Vie,Bronx,Eastchester,40.881,-73.83511,Entire home/apt,101,2,51,12/13/21,0.46,6,335,7,
63657,PrivateLargeSunnyTopFloorAptwWD,170510,Renée,Brooklyn,Bedford-Stuyvesant,40.68253,-73.94295,Entire home/apt,135,30,268,12/8/19,1.93,2,0,0,
63693,CottageintheVillage,306545,Olivia,Manhattan,East Village,40.72219,-73.98245,Entire home/apt,390,7,153,1/3/20,1.1,2,63,0,
31130,MostCentralLocation,117287,Lara Nicole,Manhattan,Hell's Kitchen,40.7672,-73.98464,Private room,165,28,68,10/1/21,0.47,4,329,2,
64000,Williamsburgloftbunkbedl,312722,Kris & Di,Brooklyn,Williamsburg,40.70705,-73.95489,Private room,55,30,14,1/7/19,0.1,6,308,0,
123784,NYCStudioforRentinTownhouse,617990,Christopher,Manhattan,Harlem,40.80617,-73.94757,Entire home/apt,102,3,213,5/18/22,1.59,1,257,34,
125163,AuthenticNewYorkCityLiving,622855,Desmond,Brooklyn,Bedford-Stuyvesant,40.68595,-73.92923,Private room,99,3,59,5/3/22,0.56,2,296,15,
31555,LuminousBeautifulWestVillageStudio,135619,Tom,Manhattan,West Village,40.73405,-74.00281,Entire home/apt,120,30,32,3/27/21,0.23,1,0,0,
64015,PrimeEastVillageBedroom,146944,David,Manhattan,East Village,40.72863,-73.9842,Entire home/apt,200,30,0,,,1,0,0,
31902,SanctuaryinEastFlatbush,137292,Sunder,Brooklyn,East Flatbush,40.6327,-73.93184,Private room,80,30,4,10/14/19,0.03,1,0,0,
64107,BROOKLYNSTUDIOAPARTMENT,313317,Niya,Brooklyn,Crown Heights,40.67582,-73.94316,Private room,100,3,308,1/3/20,2.21,1,246,0,
126443,MassiveDuplexBRBTHEastVillageGuests,627217,Seith,Manhattan,East Village,40.72761,-73.98951,Entire home/apt,459,2,497,5/22/22,3.71,3,207,58,
31994,RoomwithEnSuiteBathroomDeck,137814,Waldemar,Brooklyn,Clinton Hill,40.68818,-73.96383,Private room,96,2,503,5/18/22,3.47,2,314,30,
126816,GorgeousUpperWestSideApartment,620288,Eric,Manhattan,Upper West Side,40.79907,-73.96517,Private room,85,30,3,11/6/14,0.02,1,0,0,
127387,LuxeSpaciousBRBANrTrains,23276,Katharine,Brooklyn,Gowanus,40.66895,-73.99136,Entire home/apt,260,30,3,8/4/14,0.02,1,126,0,
32037,HugePrivateFlooratTheWaverly,116599,Sahr,Brooklyn,Clinton Hill,40.68513,-73.96648,Private room,139,30,92,2/9/20,0.64,1,288,0,
